subject,Score,valence_acc_video,arousal_acc_video,Valence,Arousal,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff,Probe,index,avg_score,median_score,Norm_score,Chg_per_V,Chg_per_A,ValenceDiff,ArousalDiff,video,Last1,Last2,Last3,Last4,Last5
5,1.001712628,0,0,6.019,1.252,1.534,0.61,0.194,0.27,0.328,0.205,0,0,2628,0.753591545,0.430985687,0.103643453,0.166425092,0.800089958,1.164,2.553,3,0,0,0,0.25,0.2
5,1.559467053,0,0,4.93,0.659,1.632,2.722,1.2,0.252,0.123,0.493,0.534,1,2629,0.886230994,0.382331709,0.158567005,0.316321917,2.366414344,0.939,0.602,3,0,0,0,0,0.2
5,1.199509857,0,0,5.08,0.65,1.849,1.898,0.571,0.183,0.082,0.452,0.328,1,2630,0.925892146,0.524191285,0.161586762,0.236123988,1.84539978,0.15,0.013,3,1,0.5,0.333333333,0.25,0.2
5,0.63289004,0,0,5.08,0.646,1.648,4,0.087,0.148,0.164,0.082,0.287,0,2631,0.940163359,0.462218801,0.164191994,0.124584654,0.979705944,0.004,0.079,3,1,1,0.666666667,0.5,0.4
5,0.467704226,0,0,5.076,0.729,0.84,9.115,0.639,0.192,0.082,1.109,0.164,0,2632,0.93441878,0.462218801,0.160967921,0.092140312,0.641569583,0.007,0.083,3,0,0.5,0.666666667,0.5,0.4
5,0.28940356,0,0,5.073,0.729,0.473,7.061,0.204,0.196,0.123,0.41,0.123,0,2633,0.90833313,0.462218801,0.156555176,0.057047814,0.396987051,0.004,0,3,0,0,0.333333333,0.5,0.4
5,0.549722619,0,0,5.072,0.729,0.686,11.41,0.387,0.172,0.041,0.903,0.247,0,2634,0.843691424,0.425236865,0.145438963,0.108383797,0.754077667,0.078,0.046,3,0,0,0,0.25,0.4
5,0.42957634,0,0,4.995,0.775,1.1,1.337,0.339,0.116,0.082,0.288,2.054,0,2635,0.802390424,0.507542515,0.139062465,0.086001269,0.554292052,0.081,0.082,3,0,0,0,0,0.2
5,0.741730067,0,0,4.991,0.811,1.344,0.058,0,0.081,0.164,0.534,0,0,2636,0.778776684,0.492088258,0.134225557,0.148613518,0.914587012,0.007,0.036,3,0,0,0,0,0
5,1.316561817,0,0,4.988,0.811,1.202,0.029,0.049,0.091,0.123,0.246,2.546,1,2637,0.818827821,0.661851726,0.141201556,0.263945833,1.623380785,0.003,0,3,0,0,0,0,0
5,0.539619314,0,0,4.988,0.811,1.179,1.356,0.358,0.08,0.534,0.451,0.164,0,2638,0.772618489,0.599381912,0.133233056,0.108183503,0.665375233,0,0,3,1,0.5,0.333333333,0.25,0.2
5,0.07722286,0,0,4.988,0.811,0.848,0.891,0.204,0.109,0.041,1.149,4.312,0,2639,0.62439407,0.275411749,0.107672714,0.015481728,0.095219309,0.026,0.063,3,0,0.5,0.333333333,0.25,0.2
5,0.682699254,0,0,4.962,0.874,0.39,0.494,0.784,0.134,0.493,0.822,0.37,0,2640,0.57271301,0.231138639,0.098134512,0.137585501,0.781120428,0.026,0.073,3,0,0,0.333333333,0.25,0.2
5,1.08307474,0,0,4.962,0.884,0.256,0.939,0.01,0.105,0.37,0.944,2.217,0,2641,0.61773148,0.287864052,0.105667376,0.218273829,1.22519767,0.066,0.124,3,0,0,0,0.25,0.2
6,1.792919444,0,0,5,5,0.331,0.6,3.117,0.031,0.451,0.698,0.164,1,2642,0.750253002,0.540651488,0.0750253,0.358583889,0.358583889,0,0,3,0,0,0,0,0.2
6,1.351427214,0,0,5,5,0.327,1.288,1.132,0.018,0.165,1.356,0.492,1,2643,0.856455367,0.716044908,0.085645537,0.270285443,0.270285443,0,0,3,1,0.5,0.333333333,0.25,0.2
6,0.859750336,0,0,5,5,0.347,0.872,0.445,0.021,22.587,9.979,0.37,0,2644,0.887458139,0.682800749,0.088745814,0.171950067,0.171950067,1.954,1.484,3,1,1,0.666666667,0.5,0.4
6,0.71533408,0,0,3.046,3.516,0.276,1.094,0.02,0.038,0.657,0.041,0.247,0,2645,0.916033913,0.567332087,0.139596756,0.234843756,0.203451104,1.893,1.484,3,0,0.5,0.666666667,0.5,0.4
6,0.098230086,0,0,3.107,3.516,0.296,0.61,0.426,0.039,22.587,9.528,0.493,0,2646,0.851683915,0.682800749,0.128594884,0.031615734,0.027938022,0.061,0,3,0,0,0.333333333,0.5,0.4
6,0.481973496,0,0,3.107,3.516,0.272,2.169,0.91,0.018,0.123,0.123,0.124,0,2647,0.768225082,0.530858689,0.11599352,0.155125039,0.137080061,0,0,3,0,0,0,0.25,0.4
6,0.192040269,0,0,3.107,3.516,0.201,2.296,0.039,0.042,0.206,0.329,0.534,0,2648,0.733467178,0.762720063,0.110745459,0.061808905,0.054618962,0,0,3,0,0,0,0,0.2
6,0.246297512,0,0,3.107,3.516,0.308,1.598,1.297,0.049,0.164,0.658,0.575,0,2649,0.750374643,0.722027131,0.1132983,0.079271809,0.070050487,0.002,0.019,3,0,0,0,0,0
6,0.375164778,0,0,3.109,3.497,0.22,0.911,0.397,0.021,0.329,0.657,0,0,2650,0.719621196,0.748729311,0.108934483,0.120670562,0.107281892,0.002,0.019,3,0,0,0,0,0
6,0.446862696,0,0,3.109,3.497,0.221,0.601,1.375,0.01,0.082,0.617,0.985,0,2651,0.655999991,0.545131944,0.099303662,0.14373197,0.127784586,0,0,3,0,0,0,0,0
6,0.325149039,0,0,3.109,3.497,0.249,1.075,0.707,0.028,0.247,1.109,0.041,0,2652,0.509222951,0.39098354,0.077084915,0.104583158,0.092979422,0.058,0.474,3,0,0,0,0,0
6,0.994113582,0,0,3.051,3.971,0.173,0.368,0.087,0.011,1.232,2.424,1.232,0,2653,0.473491587,0.39098354,0.067429733,0.325832049,0.250343385,0.058,0.157,3,0,0,0,0,0
6,0.296024881,0,0,3.051,3.654,0.165,2.654,0.087,0.018,0.206,0.739,0.863,0,2654,0.417119042,0.214466442,0.062210148,0.097025526,0.081013925,0,0.317,3,0,0,0,0,0
6,0.923593958,0,0,3.051,3.654,0.091,2.044,0.252,0.004,0.658,0.123,0.123,0,2655,0.43794503,0.214466442,0.065316186,0.302718439,0.252762441,0,0,3,0,0,0,0,0
6,1.244688214,0,0,3.051,3.654,0.119,0.659,0.562,0.007,0,0.452,0.617,1,2656,0.552590843,0.509882922,0.082414742,0.407960739,0.340637169,0,0.007,3,0,0,0,0,0
6,0.158676967,0,0,3.051,3.661,0.209,2.799,0.281,0.014,0.697,1.971,0.41,0,2657,0.52026119,0.545681788,0.077512096,0.052008183,0.04334252,0,0.007,3,1,0.5,0.333333333,0.25,0.2
6,0.046204275,0,0,3.051,3.661,0.272,0.968,0.087,0,0.164,0.985,0.328,0,2658,0.50567759,0.545681788,0.075339331,0.015143977,0.012620671,0,0.002,3,0,0.5,0.333333333,0.25,0.2
6,0.118662624,0,0,3.051,3.663,0.26,1.588,0.561,0.007,0.328,0.37,0.123,0,2659,0.492914101,0.611397197,0.073415863,0.038893027,0.032394929,0.013,0.278,3,0,0,0.333333333,0.25,0.2
6,0.180333497,0,0,3.064,3.383,0.138,2.324,0.252,0.007,11.868,5.79,0.37,0,2660,0.473430973,0.640320043,0.073434306,0.05885558,0.053305793,0.446,0.542,3,0,0,0,0.25,0.2
6,0.282763084,0,0,3.497,3.121,0.158,0.329,0.852,0.014,0.082,0.698,0.082,0,2661,0.457021012,0.609891629,0.06905727,0.08085876,0.090600155,0.504,0.686,3,0,0,0,0,0.2
6,0.822655907,0,0,3.568,2.697,0.299,1.995,0.097,0.049,11.622,5.298,0.329,0,2662,0.506771699,0.734268346,0.080889337,0.230564996,0.305026291,0.071,0.424,3,0,0,0,0,0
6,0.121528266,0,0,3.568,2.697,0.268,0.823,0.116,0.08,0,0.78,0.082,0,2663,0.419513167,0.560182709,0.066961399,0.034060613,0.045060536,0,0,3,0,0,0,0,0
7,11.09822319,0,0,5,5,0.998,2.034,0.387,0.143,12.772,1.314,0.533,1,2664,1.499732998,0.767544004,0.1499733,2.219644638,2.219644638,0,0,3,0,0,0,0,0
7,0.331597952,0,0,5,5,0.599,1.191,0.387,0.119,1.027,0.123,0.123,0,2665,1.440533398,0.569075977,0.14405334,0.06631959,0.06631959,0,0,3,1,0.5,0.333333333,0.25,0.2
7,0.637160655,0,0,5,5,0.039,3.197,0.6,0.095,0.041,0.329,0.78,0,2666,1.379780642,0.429954538,0.137978064,0.127432131,0.127432131,0,0,3,0,0.5,0.333333333,0.25,0.2
7,0.686442093,0,0,5,5,0.059,2.431,1.113,0.074,0.945,0.164,0.329,0,2667,1.432557154,0.53789216,0.143255715,0.137288419,0.137288419,0,0,3,0,0,0.333333333,0.25,0.2
7,0.244529062,0,0,5,5,0.071,1.879,0.03,0.06,0.041,0.164,0.288,0,2668,1.452389633,0.477739345,0.145238963,0.048905812,0.048905812,0,0,3,0,0,0,0.25,0.2
7,0.231803604,0,0,5,5,0.016,3.758,0.377,0.035,0.082,0.124,0.329,0,2669,1.463703731,0.439136765,0.146370373,0.046360721,0.046360721,0,0,3,0,0,0,0,0.2
7,0.313109152,0,0,5,5,0.201,1.636,0.049,0.021,1.807,0.123,0.739,0,2670,1.476981297,0.420034166,0.14769813,0.06262183,0.06262183,0.266,0,3,0,0,0,0,0
7,1.510785215,0,0,5.266,5,0.252,3.748,0.31,0.028,2.053,0.124,0.903,0,2671,1.59978351,0.526928369,0.155833188,0.286894268,0.302157043,0.256,0,3,0,0,0,0,0
7,1.571227432,0,0,5.256,5,0.225,0.349,0.01,0.049,3.121,0.164,0.328,0,2672,1.674640662,1.04302535,0.163283996,0.29893977,0.314245486,0.01,0,3,0,0,0,0,0
7,0.647301005,0,0,5.256,5,0.099,0.116,0.349,0.067,2.588,0.041,0.082,0,2673,1.727217936,0.986968083,0.168410485,0.123154681,0.129460201,0.451,0.039,3,0,0,0,0,0
7,0.359227999,0,0,5.707,4.961,0.32,0.62,0.629,0.07,0.822,0,0.246,0,2674,0.653318417,0.358925469,0.061240946,0.062945155,0.072410401,0.38,0.019,3,0,0,0,0,0
7,2.711738836,0,0,5.636,4.981,0.304,0.262,0.048,0.045,2.875,0.164,0.123,1,2675,0.891332505,0.980060571,0.08395333,0.481145996,0.54441655,0.32,0.048,3,0,0,0,0,0
7,0.173868417,0,0,5.387,5.009,0.13,0.126,0.62,0.042,2.3,0.206,0.123,0,2676,0.845003282,1.04302535,0.081281578,0.032275555,0.034711203,0.249,0.028,3,1,0.5,0.333333333,0.25,0.2
7,0.1712377,0,0,5.387,5.009,0.059,1.095,0.019,0.028,2.135,0.247,0.369,0,2677,0.793482842,1.059929194,0.076325783,0.03178721,0.034186005,0.002,0,3,0,0.5,0.333333333,0.25,0.2
7,0.13770931,0,0,5.385,5.009,0.126,0.9,0.271,0.011,1.15,0.452,0.041,0,2678,0.782800867,1.106561949,0.075312764,0.02557276,0.027492376,0.01,0,3,0,0,0.333333333,0.25,0.2
7,1.1718343,0,0,5.377,5.009,0.039,0.862,0.087,0.01,0.78,0.123,1.027,0,2679,0.876803937,1.217368886,0.084421715,0.217934592,0.233945758,0.017,0,3,0,0,0,0.25,0.2
7,0.581416019,0,0,5.368,5.009,0.008,1.889,0.736,0.024,0.452,0.287,0.288,0,2680,0.903634623,1.205839174,0.087080526,0.108311479,0.11607427,0.016,0,3,0,0,0,0,0.2
7,0.304836385,0,0,5.361,5.009,0.118,2.131,0.194,0.042,0.123,0.206,1.191,0,2681,0.78303974,0.834090567,0.0755101,0.056861851,0.060857733,0.012,0,3,0,0,0,0,0
7,0.61782027,0,0,5.356,5.009,0.186,3.225,0.048,0.035,1.355,0.37,0.534,0,2682,0.687699024,0.433320412,0.066348193,0.115351059,0.123342038,0.215,0.009,3,0,0,0,0,0
7,0.76200902,0,0,5.146,5,0.209,3.003,0,0.056,1.643,0.247,0.164,0,2683,0.699169826,0.519351424,0.068910884,0.148077928,0.152401804,0.356,0.009,3,0,0,0,0,0
7,1.23890199,0,0,5,5,0.102,0.291,0.474,0.053,2.628,0.575,0.164,0,2684,0.787137225,0.862767571,0.078713722,0.247780398,0.247780398,0.146,0,3,0,0,0,0,0
7,1.690662898,0,0,5,5,0.126,0.804,0.068,0.053,3.409,0.821,0.082,1,2685,0.685029631,0.862767571,0.068502963,0.33813258,0.33813258,0,0,3,0,0,0,0,0
8,0.129543322,0,0,5.105,7.005,0.114,0.397,0.484,0.018,0,1.519,2.34,0,2686,0.680597121,0.864740609,0.056201249,0.025375773,0.01849298,1.496,1.505,3,1,0.5,0.333333333,0.25,0.2
8,0.635471354,0,0,6.496,6.505,0.312,2.963,1.258,0.017,0.205,0,2.464,0,2687,0.727020487,0.695396687,0.055920351,0.097825024,0.097689678,1.523,0.831,3,0,0.5,0.333333333,0.25,0.2
8,0.534006293,0,0,6.628,6.174,0.217,0.949,1.539,0.003,2.3,0.821,0.205,0,2688,0.766650185,0.523519256,0.059885189,0.08056824,0.086492759,0.132,0.44,3,0,0,0.333333333,0.25,0.2
8,0.199131487,0,0,6.628,6.065,0.327,1.791,0.203,0.011,3.943,0.616,0.452,0,2689,0.669379904,0.368245742,0.052736146,0.030043978,0.032832892,0,0.109,3,0,0,0,0.25,0.2
8,0.222702077,0,0,6.628,6.065,0.374,1.056,0.426,0.021,2.67,0.863,0.821,0,2690,0.63350851,0.48713895,0.049910069,0.033600193,0.036719221,0.195,1.265,3,0,0,0,0,0.2
8,0.213966933,0,0,6.433,4.8,0.205,1.181,0.89,0.031,3.655,0.493,0.37,0,2691,0.624421564,0.514223885,0.055588139,0.033260832,0.044576444,0.008,1.704,3,0,0,0,0,0
8,0.218046561,0,0,6.62,4.361,0.292,0.755,0.377,0.032,0.37,0.656,0.041,0,2692,0.584444194,0.515387764,0.053223221,0.032937547,0.049999211,0.187,0.512,3,0,0,0,0,0
8,0.332163052,0,0,6.62,4.288,0.351,2.838,1.529,0.021,0.821,1.602,0.657,0,2693,0.541459597,0.395118249,0.04963876,0.050175688,0.077463398,0.02,0.196,3,0,0,0,0,0
8,0.211516866,0,0,6.6,4.165,0.319,0.591,0.097,0.017,0.986,0.123,0.329,0,2694,0.438721084,0.2714161,0.040754397,0.03204801,0.050784362,0.04,0.217,3,0,0,0,0,0
8,0.010922764,0,0,6.58,4.071,0.268,3.739,0.145,0.021,6.817,2.177,0.575,0,2695,0.270747071,0.102569977,0.025419873,0.001659995,0.002683067,0.027,0.169,3,0,0,0,0,0
8,0.812123248,0,0,6.573,3.996,0.253,4.213,0.242,0.021,0.205,0.904,0.329,1,2696,0.339005064,0.2714161,0.032075415,0.123554427,0.203234046,0.913,0.533,3,0,0,0,0,0
8,0.623952843,0,0,5.667,3.538,0.319,2.354,1.587,0.035,7.844,1.602,0.781,0,2697,0.337853212,0.2714161,0.036703228,0.110102849,0.176357502,1.633,0.986,3,1,0.5,0.333333333,0.25,0.2
8,0.081602321,0,0,4.94,3.01,0.311,2.121,0.155,0.049,0.288,2.176,0.369,0,2698,0.292612815,0.102569977,0.036806643,0.016518688,0.027110406,0.613,0.44,3,0,0.5,0.333333333,0.25,0.2
8,0.09039032,0,0,5.054,3.098,0.256,0.388,0.193,0.014,0.985,0.575,0.369,0,2699,0.281738699,0.184125852,0.034560684,0.017884907,0.029176992,0.86,0.366,3,0,0,0.333333333,0.25,0.2
8,0.109331063,0,0,5.8,2.644,0.288,0.087,0.194,0.011,0.575,1.19,0.451,0,2700,0.270401597,0.208508424,0.032022927,0.018850183,0.041350629,0.746,0.364,3,0,0,0,0.25,0.2
8,0.346647025,0,0,5.8,2.734,0.257,0.61,0.571,0.042,0.451,2.628,0.082,0,2701,0.283669606,0.247900526,0.033239935,0.059766728,0.126791158,0,0.09,3,0,0,0,0,0.2
8,0.368558477,0,0,5.8,2.734,0.244,0.891,0.136,0.028,0.37,1.767,0.739,0,2702,0.298720798,0.267955108,0.035003609,0.063544565,0.134805588,0,0.013,3,0,0,0,0,0
8,0.214318201,0,0,5.8,2.747,0.252,1.366,0.9,0.021,0.246,0.534,0,0,2703,0.286936313,0.267955108,0.033571582,0.036951414,0.078019003,0.237,0.259,3,0,0,0,0,0
8,0.21632713,0,0,6.037,2.475,0.213,2.15,0.078,0.031,0.205,0.452,0.082,0,2704,0.287417339,0.267955108,0.033766135,0.035833548,0.087404901,0.267,0.272,3,0,0,0,0,0
8,0.97062373,0,0,6.067,2.475,0.237,1.114,0.378,0.025,0,0.41,1.15,1,2705,0.383387436,0.424526404,0.044882631,0.159984132,0.392171204,1.871,1.258,3,0,0,0,0,0
8,1.048503957,0,0,4.166,3.733,0.261,2.373,1.481,0.029,0.534,0.246,0.985,1,2706,0.407025507,0.424526404,0.051528739,0.251681219,0.280874352,2.808,0.023,3,1,0.5,0.333333333,0.25,0.2
8,0.203299861,0,0,3.259,2.452,0.189,2.518,0.416,0.032,0.288,2.136,0.493,0,2707,0.364960209,0.230257352,0.063904782,0.062381056,0.082911852,0.931,1.001,3,1,1,0.666666667,0.5,0.4
9,5.509215249,0,0,5,5,2.425,0.543,0.475,0.007,0.247,0.246,3.49,1,2708,0.907721501,0.614052971,0.09077215,1.10184305,1.10184305,0,0.036,3,0,0.5,0.666666667,0.5,0.4
9,0.339281895,0,0,5,5,1.419,0.504,6.233,0.003,5.257,0.698,7.967,0,2709,0.932610659,0.605286984,0.093261066,0.067856379,0.067856379,0,0,3,1,0.5,0.666666667,0.75,0.6
9,1.214826765,0,0,5,5,1.1,0.377,1.888,0.011,0.123,1.355,1.314,1,2710,1.043160229,0.781968079,0.104316023,0.242965353,0.242965353,0.305,0.196,3,0,0.5,0.333333333,0.5,0.6
9,0.556518543,0,0,5.305,4.804,0.792,0.048,0.919,0.01,0.041,0.616,0.164,0,2711,1.064147381,0.781968079,0.105267324,0.104904532,0.115844826,0.321,0.363,3,1,0.5,0.666666667,0.5,0.6
9,0.270113229,0,0,5.321,4.637,0.312,0.407,1.675,0.007,0.123,0.78,0.247,0,2712,1.054302856,0.799260246,0.10587496,0.050763621,0.058251721,0.108,0.594,3,0,0.5,0.333333333,0.5,0.4
9,0.121550988,0,0,5.413,4.21,0.213,0.862,1.152,0.004,0.082,0.575,1.972,0,2713,1.045026135,0.799260246,0.108596709,0.022455383,0.028871969,0.005,0.536,3,0,0,0.333333333,0.25,0.4
9,1.016883871,0,0,5.326,4.101,0.228,0.92,0.736,0.007,1.027,1.807,0.041,1,2714,1.125081809,0.75319354,0.11934675,0.190928252,0.247959978,0.087,0.105,3,0,0,0,0.25,0.2
9,0.542998461,0,0,5.326,4.105,0.177,0.698,0.136,0,0.041,1.643,0.492,0,2715,1.082319282,0.75319354,0.114761879,0.101952396,0.132277335,0.107,0.059,3,1,0.5,0.333333333,0.25,0.4
9,0.38522527,0,0,5.219,4.16,0.166,0.271,0.987,0.01,0.904,1.068,3.367,0,2716,1.015991413,0.614387144,0.108326198,0.073812085,0.092602228,0.107,0.018,3,0,0.5,0.333333333,0.25,0.2
9,0.603645425,0,0,5.219,4.123,0.383,0.572,0.639,0.021,0.616,1.684,1.355,0,2717,1.05602597,0.562806521,0.113040673,0.115663044,0.146409271,0.066,0.104,3,0,0,0.333333333,0.25,0.2
9,0.737803791,0,0,5.153,4.264,0.398,0.116,0.077,0.004,0.041,0.986,3.08,0,2718,0.578884824,0.353496461,0.061472319,0.143179467,0.173030908,0.023,0.305,3,0,0,0,0.25,0.2
9,0.201119274,0,0,5.196,3.818,0.315,0.368,0.765,0.007,0.698,3.573,2.34,0,2719,0.565068562,0.40537296,0.062687881,0.038706558,0.052676604,0.039,0.451,3,0,0,0,0,0.2
9,0.063108463,0,0,5.192,3.813,0.312,0.136,0.029,0.021,0.041,0.123,2.095,0,2720,0.449896732,0.373495942,0.04996077,0.012154943,0.016550869,0.006,0.005,3,0,0,0,0,0
9,0.044860507,0,0,5.19,3.813,0.473,0.397,0.62,0.018,0.082,3.491,2.34,0,2721,0.398730928,0.447040625,0.044288674,0.008643643,0.011765147,0.004,0,3,0,0,0,0,0
9,0.337368851,0,0,5.188,3.813,0.437,0.117,0.155,0.004,0.164,2.588,0.699,0,2722,0.40545649,0.447040625,0.045045716,0.065028691,0.088478587,0.029,0.181,3,0,0,0,0,0
9,0.39345138,0,0,5.161,3.632,0.288,0.204,0.581,0.007,0,0.903,2.258,0,2723,0.432646529,0.353302016,0.049203517,0.076235493,0.108329124,0.05,0.43,3,0,0,0,0,0
9,0.173521286,0,0,5.238,3.383,0.465,0.513,0.049,0.011,0.123,0.862,1.725,0,2724,0.348310271,0.325190908,0.040402537,0.033127393,0.051292133,0.081,0.006,3,0,0,0,0,0
9,0.395006366,0,0,5.242,3.626,0.58,0.097,0.755,0,0,0.738,0.246,0,2725,0.333511061,0.214196837,0.037608374,0.075354133,0.108937222,0.001,0.275,3,0,0,0,0,0
9,0.307928687,0,0,5.239,3.658,0.383,0.436,0.193,0.011,4.025,3.45,1.561,0,2726,0.325781403,0.214196837,0.036616995,0.058776233,0.084179521,0.015,0.032,3,0,0,0,0,0
9,0.37207054,0,0,5.227,3.658,0.473,0.262,0.3,0.004,0.164,1.233,2.587,0,2727,0.302623915,0.207685387,0.034060092,0.071182426,0.101714199,0.012,0.003,3,0,0,0,0,0
9,0.311536867,0,0,5.227,3.655,0.639,0.446,0.049,0.003,4.066,1.397,0.411,0,2728,0.259997222,0.182974335,0.029272374,0.059601467,0.085235805,0.017,0.127,3,0,0,0,0,0
9,0.065197677,0,0,5.21,3.531,0.749,0.436,0.445,0,0.205,0.288,1.52,0,2729,0.246405062,0.271116539,0.028189574,0.01251395,0.018464366,0.017,0.124,3,0,0,0,0,0
10,0.343760136,0,0,5.033,4.034,0.28,0.445,0.784,0.028,0.164,0.082,29.528,0,2730,0.27447023,0.157869803,0.030271339,0.068301239,0.085215701,0.004,1.17,4,0,0,0,0,0
10,0.466840126,0,0,5.004,3.861,0.604,0.94,0.271,0.01,0.369,0.452,1.971,1,2731,0.316668192,0.079275438,0.035721172,0.09329339,0.120911714,0.029,0.05,4,0,0,0,0,0
10,0.688080972,0,0,5.004,3.984,0.576,1.569,1.103,0.014,0.124,0.534,29.733,1,2732,0.351739404,0.085786888,0.039134335,0.137506189,0.172711087,0.011,0.159,4,1,0.5,0.333333333,0.25,0.2
10,0.197185372,0,0,4.993,4.02,0.583,0.407,1.133,0.014,0.288,0.164,6.941,0,2733,0.332112803,0.164401209,0.036848197,0.039492364,0.049051088,0.094,0.054,4,1,1,0.666666667,0.5,0.4
10,0.452553894,0,0,4.91,4.038,0.686,0,0.281,0.021,0.082,0.78,16.879,1,2734,0.360016064,0.12933628,0.040234249,0.092169836,0.112073773,0.167,0.042,4,0,0.5,0.666666667,0.5,0.4
10,0.254321523,0,0,4.826,4.062,0.706,0.223,0.62,0.032,0.411,0.164,3.532,0,2735,0.345947579,0.164709742,0.038922995,0.052698202,0.062609927,0.103,0.024,4,1,0.5,0.666666667,0.75,0.6
10,0.184286107,0,0,4.807,4.062,0.635,0.349,0.968,0.007,0.37,0.165,14.703,0,2736,0.333583321,0.220963646,0.037612281,0.038337031,0.045368318,0.044,0,4,0,0.5,0.333333333,0.5,0.6
10,0.32334067,0,0,4.782,4.062,0.71,1.811,0.881,0.011,0.082,0.945,4.887,0,2737,0.328710334,0.213886045,0.037167609,0.0676162,0.079601347,0.282,0.204,4,0,0,0.333333333,0.25,0.4
10,0.456933654,0,0,5.089,3.858,0.808,0.019,0.039,0.032,0.288,1.149,17.537,1,2738,0.343250013,0.244369304,0.038364816,0.089788496,0.118437961,0.221,0.496,4,0,0,0,0.25,0.2
10,0.417501648,0,0,5.003,3.566,0.808,1.549,0.281,0.003,0.082,0.123,12.32,0,2739,0.37848041,0.184262404,0.044168562,0.083450259,0.117078421,0.099,0.258,4,1,0.5,0.333333333,0.25,0.4
10,0.316790285,0,0,4.99,3.6,0.816,0.358,0.068,0.01,0,1.026,12.403,0,2740,0.375783425,0.185900001,0.043746615,0.063485027,0.087997301,0.035,0.097,4,0,0.5,0.333333333,0.25,0.2
10,0.21049988,0,0,4.968,3.663,0.863,1.317,0.213,0.014,0.041,0.123,12.443,0,2741,0.350149401,0.222335542,0.04056881,0.042371151,0.057466525,0.031,0.131,4,0,0,0.333333333,0.25,0.2
10,0.399929306,0,0,4.959,3.731,0.84,1.085,1.326,0.004,0.165,0.41,2.793,0,2742,0.321334234,0.191653272,0.036977472,0.080647168,0.107190916,0.017,0.088,4,0,0,0,0.25,0.2
10,0.473640491,0,0,4.951,3.751,0.856,1.007,0.087,0.021,0,0.534,12.197,1,2743,0.348979746,0.173852119,0.040103395,0.095665621,0.126270459,0.01,0.041,4,0,0,0,0,0.2
10,0.315933921,0,0,4.949,3.772,0.777,1.201,1.191,0.01,0.123,0.165,10.144,0,2744,0.335317749,0.14338394,0.038449461,0.063837931,0.083757667,0.002,0.031,4,1,0.5,0.333333333,0.25,0.2
10,0.180928686,0,0,4.949,3.782,0.859,1.491,0.368,0.004,0,2.998,3.162,0,2745,0.327978465,0.176250172,0.037564822,0.036558635,0.04783942,0,0.017,4,0,0.5,0.333333333,0.25,0.2
10,0.172620355,0,0,4.949,3.789,0.883,1.133,1.026,0.021,0.083,2.217,0.246,0,2746,0.32681189,0.176250172,0.037401223,0.034879845,0.045558288,0,0.012,4,0,0,0.333333333,0.25,0.2
10,0.354765885,0,0,4.949,3.794,0.738,0.232,0.397,0.01,0.246,0.246,6.488,0,2747,0.329954411,0.176250172,0.037739267,0.071684357,0.093507086,0,0.009,4,0,0,0,0.25,0.2
10,0.266533353,0,0,4.949,3.798,0.717,0.939,0.978,0,0.493,1.93,1.849,0,2748,0.310914381,0.164130203,0.035545259,0.053856002,0.070177291,0,0.024,4,0,0,0,0,0.2
10,0.141811717,0,0,4.949,3.818,0.776,0.571,0.629,0.011,0.698,1.314,5.134,0,2749,0.283345388,0.156950501,0.032319538,0.028654621,0.037142933,0.005,0.03,4,0,0,0,0,0
10,0.126461928,0,0,4.944,3.828,0.635,3.089,0.446,0.01,0.247,3.244,4.888,0,2750,0.264312552,0.170360456,0.03013139,0.025578869,0.033036031,0.006,0.01,4,0,0,0,0,0
10,1.626975619,0,0,4.943,3.828,0.572,2.673,0.3,0.004,0.903,0.821,13.758,1,2751,0.405960126,0.213941013,0.046284361,0.329147404,0.425019754,0.073,0.544,4,0,0,0,0,0
10,0.388894211,0,0,5.017,3.284,0.666,1.423,0.184,0.035,0.74,2.587,4.148,0,2752,0.404856617,0.205664692,0.048772029,0.07751529,0.118420893,0.059,0.531,4,1,0.5,0.333333333,0.25,0.2
10,0.069944389,0,0,5.002,3.297,0.643,0.378,0.3,0.003,0.082,0.78,11.294,0,2753,0.364487006,0.195544018,0.043919389,0.013983284,0.021214555,0.019,0.02,4,0,0.5,0.333333333,0.25,0.2
10,0.366009567,0,0,4.998,3.304,0.659,0.32,0.164,0.004,0.411,0.493,4.394,0,2754,0.369494571,0.21368477,0.044506694,0.073231206,0.110777714,0.008,0.007,4,0,0,0.333333333,0.25,0.2
10,0.623418262,0,0,4.994,3.304,0.567,0.329,0.794,0.021,0.041,1.848,11.992,1,2755,0.413743529,0.233659174,0.049860633,0.124833453,0.188685915,0.004,0.009,4,0,0,0,0.25,0.2
10,0.042875734,0,0,4.994,3.313,0.433,1.007,0.271,0.014,0.328,0.616,0.329,0,2756,0.400769067,0.252873675,0.048244741,0.008585449,0.012941664,0.004,0.028,4,1,0.5,0.333333333,0.25,0.4
10,0.140849899,0,0,4.99,3.332,0.576,0.959,0.852,0.021,0.288,0.698,10.39,0,2757,0.379377468,0.253114129,0.045587295,0.028226433,0.042271878,0.006,0.019,4,0,0.5,0.333333333,0.25,0.2
